id,api_key,user_id,org_api_key,username,page_title,site_uuid,verb,action,url,captured_at,created_at,updated_at
24,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,exception - Ruby custom error classes: inheritance of the message attribute - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""11M41S""}",http://stackoverflow.com/questions/16106645/ruby-custom-error-classes-inheritance-of-the-message-attribute,10/11/2014 18:55:27,10/12/2014 01:10:41,10/12/2014 01:10:41
25,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,exception - Ruby custom error classes: inheritance of the message attribute - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""1S""}",http://stackoverflow.com/questions/16106645/ruby-custom-error-classes-inheritance-of-the-message-attribute,10/11/2014 19:00:56,10/12/2014 01:10:41,10/12/2014 01:10:41
26,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby - Convert CSV file into array of hashes - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""30S""}",http://stackoverflow.com/questions/14199784/convert-csv-file-into-array-of-hashes,10/11/2014 19:02:22,10/12/2014 01:10:41,10/12/2014 01:10:41
27,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby - Convert CSV file into array of hashes - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""1S""}",http://stackoverflow.com/questions/14199784/convert-csv-file-into-array-of-hashes,10/11/2014 19:03:16,10/12/2014 01:10:41,10/12/2014 01:10:41
28,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby - Convert CSV file into array of hashes - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""0S""}",http://stackoverflow.com/questions/14199784/convert-csv-file-into-array-of-hashes,10/11/2014 19:11:41,10/12/2014 01:10:41,10/12/2014 01:10:41
29,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,exception - Ruby custom error classes: inheritance of the message attribute - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""2S""}",http://stackoverflow.com/questions/16106645/ruby-custom-error-classes-inheritance-of-the-message-attribute,10/11/2014 19:11:45,10/12/2014 01:10:41,10/12/2014 01:10:41
30,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby on rails - How to convert ActiveRecord table name to model class name - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""22S""}",http://stackoverflow.com/questions/6140932/how-to-convert-activerecord-table-name-to-model-class-name,10/11/2014 19:30:16,10/12/2014 01:10:41,10/12/2014 01:10:41
31,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby on rails - Get table name from ActiveRecord - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""1M0S""}",http://stackoverflow.com/questions/10334103/get-table-name-from-activerecord,10/11/2014 19:34:04,10/12/2014 01:10:41,10/12/2014 01:10:41
32,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby on rails - How can I translate ActiveRecord model class name? - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""13S""}",http://stackoverflow.com/questions/11584489/how-can-i-translate-activerecord-model-class-name,10/11/2014 19:34:43,10/12/2014 01:10:41,10/12/2014 01:10:41
33,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,creating dynamic hash with key and value in ruby on rails - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""16M7S""}",http://stackoverflow.com/questions/23979535/creating-dynamic-hash-with-key-and-value-in-ruby-on-rails,10/11/2014 20:39:55,10/12/2014 01:10:41,10/12/2014 01:10:41
34,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,creating dynamic hash with key and value in ruby on rails - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""3S""}",http://stackoverflow.com/questions/23979535/creating-dynamic-hash-with-key-and-value-in-ruby-on-rails,10/11/2014 20:41:47,10/12/2014 01:10:41,10/12/2014 01:10:41
35,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby - What is the expected syntax for checking exception messages in MiniTest's assert_raises/must_raise? - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""3M6S""}",http://stackoverflow.com/questions/14418628/what-is-the-expected-syntax-for-checking-exception-messages-in-minitests-assert,10/11/2014 22:51:27,10/12/2014 01:10:41,10/12/2014 01:10:41
36,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby - What is the expected syntax for checking exception messages in MiniTest's assert_raises/must_raise? - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""16M2S""}",http://stackoverflow.com/questions/14418628/what-is-the-expected-syntax-for-checking-exception-messages-in-minitests-assert,10/11/2014 23:08:13,10/12/2014 01:10:41,10/12/2014 01:10:41
37,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,How to check if a given directory exists in Ruby - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""7M8S""}",http://stackoverflow.com/questions/1085218/how-to-check-if-a-given-directory-exists-in-ruby,10/11/2014 23:15:33,10/12/2014 01:10:41,10/12/2014 01:10:41
38,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby - Iterate through every file in one directory - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""16M28S""}",http://stackoverflow.com/questions/2512254/iterate-through-every-file-in-one-directory,10/11/2014 23:32:09,10/12/2014 01:10:41,10/12/2014 01:10:41
39,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,Get names of all files from a folder with Ruby - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""10S""}",http://stackoverflow.com/questions/1755665/get-names-of-all-files-from-a-folder-with-ruby,10/11/2014 23:38:14,10/12/2014 01:10:41,10/12/2014 01:10:41
40,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby - Sinatra/1.4.3 use Rack::Session::Cookie warning - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""13S""}",http://stackoverflow.com/questions/18044627/sinatra-1-4-3-use-racksessioncookie-warning,10/11/2014 23:47:29,10/12/2014 01:10:41,10/12/2014 01:10:41
41,5a9b1da1-5948-4ba6-9544-0f7f8edc0fa7,1,,,ruby on rails - No secret option provided to Rack::Session::Cookie warning? - Stack Overflow,4f5978b7-2bf7-f778-6298-86a575375ba6,viewed,"{""time"":""11S""}",http://stackoverflow.com/questions/10374871/no-secret-option-provided-to-racksessioncookie-warning,10/11/2014 23:47:45,10/12/2014 01:10:41,10/12/2014 01:10:41
