id,date_visited,time_active,user_id,page_id,created_at,updated_at
,11/26/2014,0:05:11,2,484,,
,11/13/2014,0:14:50,2,264,,
,11/24/2014,0:10:22,2,292,,
,11/7/2014,0:11:57,2,269,,
,11/19/2014,0:01:44,2,228,,
,11/19/2014,0:12:14,2,208,,
,11/10/2014,0:06:37,2,64,,
,11/28/2014,0:03:19,2,213,,
,11/6/2014,0:07:21,2,277,,
,11/1/2014,0:11:57,2,367,,
,11/6/2014,0:02:44,2,155,,
,11/27/2014,0:01:35,2,413,,
,11/13/2014,0:03:01,2,278,,
,11/6/2014,0:13:58,2,283,,
,11/24/2014,0:13:58,2,153,,
,11/23/2014,0:12:14,2,400,,
,11/14/2014,0:00:26,2,21,,
,11/30/2014,0:03:27,2,17,,
,11/23/2014,0:14:41,2,475,,
,11/18/2014,0:13:32,2,324,,
,11/16/2014,0:08:30,2,12,,
,11/4/2014,0:11:48,2,176,,
,11/23/2014,0:07:55,2,86,,
,11/7/2014,0:05:46,3,56,,
,11/19/2014,0:12:58,3,446,,
,11/2/2014,0:14:50,3,19,,
,11/3/2014,0:01:18,3,178,,
,11/10/2014,0:14:59,3,103,,
,11/7/2014,0:02:53,3,406,,
,11/11/2014,0:05:46,3,199,,
,11/5/2014,0:08:38,3,334,,
,11/18/2014,0:02:18,3,473,,
,11/27/2014,0:11:40,3,103,,
,11/5/2014,0:12:14,3,291,,
,11/10/2014,0:06:03,3,241,,
,11/5/2014,0:11:40,3,148,,
,11/12/2014,0:11:57,3,232,,
,11/18/2014,0:04:19,3,39,,
,11/23/2014,0:14:59,3,89,,
,11/28/2014,0:12:32,3,386,,
,11/10/2014,0:10:39,3,443,,
,11/11/2014,0:05:20,3,432,,
,11/19/2014,0:04:11,3,411,,
,11/9/2014,0:11:05,3,219,,
,11/16/2014,0:02:53,3,228,,
,11/1/2014,0:12:49,3,101,,
,11/25/2014,0:03:45,3,39,,
,11/1/2014,0:09:30,3,467,,
,11/11/2014,0:09:22,3,200,,
,11/23/2014,0:11:14,3,393,,
,11/21/2014,0:02:10,3,391,,
,11/9/2014,0:12:23,3,331,,
,11/4/2014,0:05:20,3,344,,
,11/30/2014,0:11:31,3,53,,
,11/8/2014,0:02:36,3,304,,
,11/17/2014,0:09:48,3,225,,
,11/22/2014,0:07:29,3,99,,
,11/3/2014,0:05:54,3,366,,
,11/5/2014,0:13:58,3,223,,
,11/19/2014,0:12:14,3,408,,
,11/14/2014,0:03:36,3,326,,
,11/25/2014,0:01:35,3,98,,
,11/1/2014,0:00:17,3,160,,
,11/3/2014,0:05:37,3,179,,
,11/14/2014,0:00:00,3,125,,
,11/17/2014,0:00:26,3,300,,
,11/4/2014,0:01:35,3,64,,
,11/17/2014,0:11:40,3,240,,
,11/17/2014,0:13:58,3,157,,
,11/23/2014,0:13:15,3,164,,
,11/21/2014,0:12:40,3,305,,
,11/14/2014,0:08:21,3,92,,
,11/14/2014,0:10:48,3,156,,
,11/13/2014,0:14:15,3,255,,
,11/13/2014,0:11:05,3,339,,
,11/4/2014,0:06:46,3,472,,
,11/21/2014,0:14:59,3,432,,
,11/9/2014,0:06:55,3,345,,
,11/30/2014,0:10:13,3,369,,
,11/19/2014,0:09:04,3,269,,
,11/15/2014,0:00:35,3,196,,
,11/4/2014,0:02:53,3,432,,
,11/11/2014,0:01:35,3,117,,
,11/11/2014,0:11:48,3,245,,
,11/8/2014,0:08:56,3,68,,
,11/8/2014,0:10:48,3,70,,
,11/26/2014,0:11:48,3,127,,
,11/8/2014,0:13:41,3,89,,
,11/23/2014,0:11:31,3,403,,
,11/3/2014,0:14:33,3,349,,
,11/12/2014,0:10:48,3,325,,
,11/7/2014,0:11:40,3,13,,
,11/3/2014,0:02:27,3,223,,
,11/8/2014,0:13:32,3,416,,
,11/12/2014,0:02:27,3,420,,
,11/10/2014,0:07:03,3,447,,
,11/5/2014,0:14:50,3,117,,
,11/28/2014,0:07:55,3,105,,
,11/12/2014,0:01:35,3,421,,
,11/21/2014,0:00:00,3,441,,
,11/9/2014,0:11:57,3,363,,
,11/7/2014,0:00:09,3,377,,
,11/8/2014,0:06:29,3,134,,
,11/14/2014,0:05:11,3,304,,
,11/28/2014,0:03:10,3,4,,
,11/26/2014,0:07:29,3,20,,
,11/28/2014,0:00:43,3,228,,
,11/21/2014,0:13:49,3,188,,
,11/18/2014,0:01:52,3,239,,
,11/29/2014,0:02:27,3,39,,
,11/11/2014,0:14:15,3,278,,
,11/2/2014,0:10:05,3,140,,
,11/13/2014,0:08:12,3,365,,
,11/13/2014,0:00:17,3,250,,
,11/19/2014,0:02:44,3,379,,
,11/13/2014,0:01:26,3,162,,
,11/13/2014,0:05:28,3,459,,
,11/12/2014,0:06:29,3,449,,
,11/2/2014,0:03:01,3,126,,
,11/4/2014,0:09:13,3,38,,
,11/15/2014,0:13:06,3,28,,
,11/5/2014,0:02:01,3,401,,
,11/27/2014,0:09:56,3,302,,
,11/22/2014,0:04:45,4,437,,
,11/6/2014,0:06:20,4,425,,
,11/16/2014,0:13:49,4,458,,
,11/25/2014,0:01:26,4,85,,
,11/1/2014,0:02:44,4,341,,
,11/10/2014,0:04:19,4,471,,
,11/7/2014,0:08:12,4,433,,
,11/25/2014,0:14:59,4,475,,
,11/1/2014,0:10:39,4,413,,
,11/30/2014,0:07:29,4,370,,
,11/27/2014,0:05:02,4,264,,
,11/17/2014,0:14:07,4,368,,
,11/16/2014,0:02:01,4,59,,
,11/18/2014,0:14:33,4,470,,
,11/3/2014,0:13:15,4,250,,
,11/25/2014,0:12:49,4,133,,
,11/5/2014,0:11:23,4,482,,
,11/25/2014,0:11:31,4,418,,
,11/28/2014,0:06:20,4,75,,
,11/9/2014,0:14:50,4,166,,
,11/13/2014,0:09:04,4,352,,
,11/26/2014,0:13:32,4,133,,
,11/28/2014,0:02:27,4,364,,
,11/16/2014,0:10:48,4,410,,
,11/9/2014,0:07:47,4,62,,
,11/10/2014,0:10:22,4,170,,
,11/27/2014,0:12:32,4,395,,
,11/21/2014,0:10:05,4,239,,
,11/14/2014,0:12:58,4,332,,
,11/26/2014,0:07:21,4,93,,
,11/16/2014,0:01:52,4,461,,
,11/2/2014,0:13:41,4,89,,
,11/2/2014,0:04:11,4,127,,
,11/3/2014,0:13:58,4,479,,
,11/10/2014,0:05:02,4,137,,
,11/14/2014,0:00:17,4,248,,
,11/2/2014,0:02:44,4,443,,
,11/13/2014,0:09:56,4,92,,
,11/30/2014,0:04:36,4,162,,
,11/9/2014,0:10:22,4,419,,
,11/10/2014,0:13:24,4,126,,
,11/19/2014,0:13:49,4,9,,
,11/22/2014,0:10:39,4,288,,
,11/16/2014,0:02:27,4,66,,
,11/12/2014,0:01:52,4,65,,
,11/26/2014,0:09:13,4,388,,
,11/26/2014,0:03:19,4,95,,
,11/22/2014,0:04:45,4,113,,
,11/12/2014,0:01:18,4,465,,
,11/18/2014,0:03:36,4,228,,
,11/23/2014,0:02:27,4,395,,
,11/28/2014,0:11:31,4,48,,
,11/9/2014,0:11:23,4,237,,
,11/6/2014,0:00:26,4,149,,
,11/20/2014,0:12:06,4,181,,
,11/19/2014,0:10:13,4,32,,
,11/9/2014,0:03:36,4,97,,
,11/25/2014,0:14:24,4,252,,
,11/23/2014,0:09:30,4,33,,
,11/19/2014,0:00:43,4,115,,
,11/4/2014,0:10:05,4,435,,
,11/20/2014,0:04:19,4,103,,
,11/21/2014,0:14:41,4,65,,
,11/10/2014,0:08:56,4,201,,
,11/12/2014,0:10:22,4,461,,
,11/2/2014,0:01:18,4,428,,
,11/27/2014,0:02:53,4,105,,
,11/20/2014,0:13:32,4,338,,
,11/11/2014,0:01:26,4,15,,
,11/23/2014,0:01:18,4,172,,
,11/1/2014,0:04:19,4,326,,
,11/20/2014,0:04:02,4,316,,
,11/5/2014,0:10:48,4,257,,
,11/29/2014,0:13:06,4,8,,
,11/6/2014,0:05:28,4,151,,
,11/14/2014,0:06:37,4,399,,
,11/24/2014,0:00:43,4,352,,
,11/19/2014,0:01:44,4,427,,
,11/24/2014,0:00:09,4,90,,
,11/7/2014,0:02:27,4,386,,
,11/13/2014,0:06:12,4,196,,
,11/3/2014,0:07:21,4,480,,
,11/20/2014,0:07:12,4,217,,
,11/5/2014,0:06:12,4,84,,
,11/5/2014,0:12:06,4,301,,
,11/17/2014,0:02:01,4,25,,
,11/1/2014,0:07:55,4,351,,
,11/6/2014,0:08:38,4,122,,
,11/12/2014,0:03:36,4,201,,
,11/17/2014,0:04:19,4,365,,
,11/5/2014,0:12:40,4,357,,
,11/16/2014,0:05:20,4,482,,
,11/2/2014,0:10:05,4,476,,
,11/11/2014,0:01:09,4,116,,
,11/7/2014,0:11:14,4,195,,
,11/16/2014,0:01:35,4,316,,
,11/14/2014,0:06:03,4,66,,
,11/27/2014,0:05:02,4,110,,
,11/9/2014,0:09:22,4,275,,
,11/1/2014,0:13:15,4,185,,
,11/11/2014,0:12:14,5,176,,
,11/6/2014,0:05:37,5,422,,
,11/15/2014,0:07:55,5,21,,
,11/21/2014,0:03:27,5,411,,
,11/25/2014,0:05:28,5,421,,
,11/22/2014,0:05:28,5,4,,
,11/30/2014,0:00:43,5,478,,
,11/11/2014,0:11:40,5,136,,
,11/11/2014,0:04:28,5,65,,
,11/4/2014,0:10:48,5,245,,
,11/11/2014,0:08:21,5,40,,
,11/9/2014,0:09:30,5,445,,
,11/10/2014,0:02:44,5,40,,
,11/25/2014,0:10:57,5,147,,
,11/4/2014,0:03:45,5,243,,
,11/4/2014,0:02:27,5,490,,
,11/30/2014,0:04:19,5,348,,
,11/4/2014,0:07:47,5,460,,
,11/21/2014,0:02:01,5,302,,
,11/11/2014,0:05:28,5,283,,
,11/25/2014,0:06:37,5,137,,
,11/25/2014,0:08:04,5,105,,
,11/1/2014,0:10:31,5,266,,
,11/11/2014,0:05:20,5,8,,
,11/23/2014,0:01:18,5,319,,
,11/29/2014,0:14:24,5,20,,
,11/13/2014,0:13:24,5,73,,
,11/12/2014,0:05:37,5,166,,
,11/23/2014,0:13:06,5,132,,
,11/28/2014,0:03:45,5,188,,
,11/13/2014,0:09:22,5,151,,
,11/12/2014,0:03:36,5,122,,
,11/21/2014,0:13:58,5,118,,
,11/25/2014,0:02:18,5,341,,
,11/3/2014,0:04:45,5,366,,
,11/6/2014,0:00:17,5,443,,
,11/16/2014,0:04:11,5,466,,
,11/22/2014,0:00:26,5,401,,
,11/3/2014,0:13:06,5,146,,
,11/19/2014,0:00:35,5,126,,
,11/12/2014,0:10:57,5,352,,
,11/30/2014,0:14:59,5,43,,
,11/27/2014,0:11:57,5,130,,
,11/30/2014,0:06:03,5,284,,
,11/30/2014,0:06:46,5,70,,
,11/19/2014,0:02:27,5,237,,
,11/4/2014,0:00:26,5,434,,
,11/16/2014,0:05:11,5,204,,
,11/15/2014,0:00:00,5,380,,
,11/16/2014,0:00:26,5,338,,
,11/5/2014,0:05:37,5,171,,
,11/23/2014,0:14:33,5,360,,
,11/8/2014,0:06:20,5,89,,
,11/13/2014,0:06:37,5,21,,
,11/8/2014,0:10:05,5,145,,
,11/13/2014,0:10:05,5,121,,
,11/12/2014,0:00:35,5,360,,
,11/26/2014,0:04:02,5,382,,
,11/26/2014,0:02:01,5,413,,
,11/14/2014,0:13:24,5,211,,
,11/24/2014,0:14:24,5,483,,
,11/19/2014,0:09:30,5,56,,
,11/1/2014,0:07:38,5,274,,
,11/24/2014,0:03:45,5,125,,
,11/12/2014,0:06:37,5,374,,
,11/20/2014,0:07:21,5,439,,
,11/24/2014,0:10:39,5,110,,
,11/28/2014,0:07:29,5,43,,
,11/1/2014,0:05:02,5,480,,
,11/14/2014,0:12:06,5,396,,
,11/25/2014,0:05:11,5,416,,
,11/28/2014,0:04:19,5,255,,
,11/30/2014,0:03:45,5,450,,
,11/25/2014,0:10:31,5,156,,
,11/23/2014,0:09:30,5,353,,
,11/1/2014,0:03:10,5,67,,
,11/28/2014,0:08:21,5,284,,
,11/10/2014,0:14:41,5,277,,
,11/2/2014,0:06:37,5,236,,
,11/15/2014,0:11:14,5,487,,
,11/28/2014,0:05:54,5,392,,
,11/7/2014,0:04:54,5,30,,
,11/2/2014,0:10:05,5,196,,
,11/3/2014,0:09:30,5,109,,
,11/2/2014,0:03:10,5,260,,
,11/5/2014,0:02:36,5,140,,
,11/23/2014,0:11:05,5,481,,
,11/8/2014,0:08:56,5,143,,
,11/23/2014,0:00:26,5,210,,
,11/7/2014,0:12:58,5,190,,
,11/14/2014,0:11:31,5,437,,
,11/16/2014,0:10:13,5,182,,
,11/22/2014,0:06:03,5,296,,
,11/13/2014,0:13:06,5,428,,
,11/19/2014,0:04:19,5,389,,
,11/1/2014,0:11:23,5,144,,
,11/17/2014,0:10:39,5,189,,
,11/4/2014,0:03:36,5,476,,
,11/6/2014,0:00:17,5,322,,
,11/10/2014,0:07:55,5,228,,
,11/5/2014,0:07:03,6,18,,
,11/5/2014,0:04:54,6,259,,
,11/8/2014,0:10:05,6,260,,
,11/12/2014,0:11:57,6,21,,
,11/25/2014,0:03:45,6,392,,
,11/14/2014,0:08:12,6,137,,
,11/29/2014,0:01:35,6,353,,
,11/21/2014,0:06:37,6,363,,
,11/19/2014,0:00:00,6,151,,
,11/8/2014,0:12:23,6,313,,
,11/20/2014,0:03:53,6,95,,
,11/12/2014,0:06:12,6,324,,
,11/18/2014,0:08:56,6,345,,
,11/8/2014,0:01:44,6,51,,
,11/21/2014,0:14:07,6,387,,
,11/16/2014,0:08:30,6,477,,
,11/26/2014,0:01:09,6,177,,
,11/26/2014,0:08:47,6,267,,
,11/2/2014,0:14:15,6,376,,
,11/30/2014,0:02:10,6,56,,
,11/14/2014,0:11:14,6,62,,
,11/27/2014,0:08:38,6,48,,
,11/11/2014,0:08:47,6,214,,
,11/18/2014,0:11:14,6,149,,
,11/30/2014,0:07:38,6,31,,
,11/3/2014,0:05:37,6,104,,
,11/19/2014,0:01:09,6,193,,
,11/16/2014,0:02:44,6,85,,
,11/23/2014,0:05:37,6,45,,
,11/29/2014,0:14:07,6,308,,
,11/12/2014,0:11:05,6,161,,
,11/8/2014,0:12:40,6,382,,
,11/14/2014,0:02:18,6,155,,
,11/1/2014,0:02:27,6,212,,
,11/2/2014,0:00:35,6,477,,
,11/23/2014,0:03:45,6,117,,
,11/15/2014,0:10:13,6,148,,
,11/7/2014,0:05:46,6,109,,
,11/16/2014,0:11:57,6,456,,
,11/20/2014,0:05:20,6,223,,
,11/25/2014,0:02:53,6,273,,
,11/29/2014,0:05:46,6,440,,
,11/1/2014,0:00:00,6,105,,
,11/21/2014,0:03:10,6,338,,
,11/23/2014,0:00:00,6,195,,
,11/14/2014,0:05:37,6,195,,
,11/14/2014,0:11:05,6,251,,
,11/12/2014,0:03:45,6,92,,
,11/6/2014,0:10:13,6,463,,
,11/17/2014,0:02:01,6,170,,
,11/23/2014,0:08:38,6,118,,
,11/5/2014,0:01:09,6,324,,
,11/6/2014,0:07:03,6,127,,
,11/4/2014,0:02:27,6,407,,
,11/21/2014,0:05:20,6,149,,
,11/13/2014,0:11:40,6,101,,
,11/19/2014,0:00:17,6,54,,
,11/14/2014,0:06:55,6,82,,
,11/24/2014,0:07:55,6,336,,
,11/1/2014,0:10:39,6,409,,
,11/20/2014,0:10:13,6,413,,
,11/27/2014,0:14:50,6,407,,
,11/11/2014,0:13:49,6,55,,
,11/28/2014,0:11:48,6,215,,
,11/30/2014,0:06:03,6,419,,
,11/8/2014,0:08:38,6,437,,
,11/7/2014,0:14:41,6,35,,
,11/16/2014,0:03:53,6,312,,
,11/16/2014,0:07:47,6,408,,
,11/18/2014,0:12:32,6,177,,
,11/2/2014,0:11:14,6,391,,
,11/30/2014,0:08:21,6,399,,
,11/27/2014,0:14:41,6,331,,
,11/19/2014,0:10:13,6,399,,
,11/16/2014,0:08:12,6,470,,
,11/4/2014,0:04:02,6,244,,
,11/2/2014,0:10:57,6,364,,
,11/9/2014,0:07:12,6,199,,
,11/20/2014,0:13:24,6,275,,
,11/1/2014,0:09:22,6,429,,
,11/23/2014,0:05:02,6,13,,
,11/23/2014,0:06:55,6,396,,
,11/16/2014,0:05:11,6,243,,
,11/11/2014,0:08:38,6,468,,
,11/20/2014,0:07:47,6,463,,
,11/22/2014,0:00:17,6,308,,
,11/21/2014,0:05:54,6,368,,
,11/25/2014,0:06:55,6,361,,
,11/3/2014,0:08:12,6,327,,
,11/17/2014,0:06:12,6,338,,
,11/3/2014,0:10:39,6,449,,
,11/10/2014,0:03:53,6,18,,
,11/14/2014,0:08:12,6,175,,
,11/11/2014,0:07:47,6,32,,
,11/28/2014,0:06:46,6,471,,
,11/23/2014,0:10:57,6,477,,
,11/19/2014,0:09:30,6,244,,
,11/11/2014,0:12:40,6,316,,
,11/15/2014,0:02:44,6,102,,
,11/2/2014,0:11:31,6,88,,
,11/19/2014,0:12:32,7,23,,
,11/22/2014,0:14:41,7,413,,
,11/25/2014,0:14:07,7,242,,
,11/17/2014,0:12:49,7,210,,
,11/25/2014,0:10:05,7,277,,
,11/4/2014,0:09:56,7,190,,
,11/9/2014,0:03:45,7,383,,
,11/16/2014,0:12:23,7,30,,
,11/28/2014,0:08:04,7,101,,
,11/28/2014,0:08:30,7,105,,
,11/26/2014,0:03:19,7,363,,
,11/24/2014,0:01:00,7,190,,
,11/2/2014,0:07:21,7,470,,
,11/16/2014,0:00:35,7,272,,
,11/4/2014,0:09:56,7,136,,
,11/20/2014,0:10:31,7,270,,
,11/23/2014,0:05:28,7,367,,
,11/29/2014,0:03:36,7,457,,
,11/2/2014,0:05:46,7,196,,
,11/27/2014,0:08:04,7,146,,
,11/2/2014,0:02:44,7,132,,
,11/3/2014,0:10:31,7,11,,
,11/23/2014,0:13:15,7,216,,
,11/9/2014,0:03:45,7,462,,
,11/18/2014,0:14:41,7,272,,
,11/7/2014,0:01:18,7,393,,
,11/13/2014,0:06:12,7,249,,
,11/3/2014,0:08:12,7,447,,
,11/6/2014,0:03:53,7,330,,
,11/15/2014,0:06:20,7,162,,
,11/30/2014,0:08:04,7,402,,
,11/20/2014,0:07:47,7,280,,
,11/2/2014,0:07:55,7,332,,
,11/17/2014,0:11:14,7,288,,
,11/8/2014,0:10:22,7,149,,
,11/11/2014,0:12:06,7,441,,
,11/22/2014,0:08:56,7,311,,
,11/11/2014,0:04:02,7,177,,
,11/1/2014,0:02:44,7,45,,
,11/24/2014,0:11:05,7,268,,
,11/6/2014,0:10:05,7,325,,
,11/27/2014,0:07:21,7,153,,
,11/20/2014,0:02:27,7,126,,
,11/19/2014,0:00:17,7,256,,
,11/25/2014,0:03:19,7,353,,
,11/24/2014,0:14:41,7,241,,
,11/3/2014,0:09:39,7,395,,
,11/19/2014,0:10:22,7,361,,
,11/10/2014,0:01:00,7,13,,
,11/1/2014,0:06:37,7,51,,
,11/22/2014,0:11:48,7,219,,
,11/23/2014,0:10:22,7,366,,
,11/26/2014,0:09:13,7,22,,
,11/9/2014,0:07:47,7,168,,
,11/30/2014,0:06:46,7,233,,
,11/30/2014,0:02:27,7,72,,
,11/8/2014,0:00:52,7,467,,
,11/18/2014,0:03:36,7,20,,
,11/24/2014,0:13:58,7,300,,
,11/21/2014,0:07:03,7,165,,
,11/25/2014,0:03:10,7,288,,
,11/5/2014,0:08:56,7,27,,
,11/13/2014,0:12:40,7,184,,
,11/27/2014,0:03:10,7,468,,
,11/3/2014,0:04:54,7,271,,
,11/11/2014,0:03:10,7,282,,
,11/20/2014,0:03:27,7,370,,
,11/10/2014,0:10:05,7,72,,
,11/11/2014,0:11:14,7,185,,
,11/12/2014,0:06:03,7,368,,
,11/17/2014,0:02:18,7,246,,
,11/9/2014,0:06:37,7,350,,
,11/6/2014,0:04:28,7,445,,
,11/23/2014,0:03:27,7,336,,
,11/30/2014,0:06:12,7,20,,
,11/2/2014,0:06:55,7,476,,
,11/27/2014,0:02:10,7,119,,
,11/2/2014,0:05:11,7,480,,
,11/3/2014,0:13:58,7,490,,
,11/10/2014,0:05:28,7,48,,
,11/11/2014,0:02:18,7,195,,
,11/22/2014,0:02:36,7,141,,
,11/18/2014,0:01:26,7,397,,
,11/12/2014,0:13:24,7,411,,
,11/2/2014,0:03:10,7,439,,
,11/21/2014,0:02:27,7,371,,
,11/20/2014,0:11:23,7,478,,
,11/23/2014,0:13:49,7,64,,
,11/28/2014,0:14:41,7,455,,
,11/1/2014,0:09:48,7,371,,
,11/21/2014,0:14:07,7,276,,
,11/13/2014,0:10:13,7,65,,
,11/4/2014,0:06:29,7,3,,
,11/9/2014,0:01:26,7,397,,
,11/5/2014,0:14:50,7,59,,
,11/7/2014,0:01:35,7,115,,
,11/14/2014,0:07:38,7,336,,
,11/14/2014,0:09:22,7,179,,
,11/15/2014,0:07:12,7,447,,
,11/18/2014,0:10:22,7,405,,
,11/28/2014,0:04:54,8,327,,
,11/3/2014,0:14:50,8,208,,
,11/22/2014,0:06:46,8,96,,
,11/22/2014,0:10:57,8,131,,
,11/15/2014,0:03:19,8,190,,
,11/22/2014,0:09:22,8,20,,
