id,url,display_name,site_id,created_at,updated_at
15,http://stackoverflow.com/questions/23979535/creating-dynamic-hash-with-key-and-value-in-ruby-on-rails,creating dynamic hash with key and value in ruby on rails - Stack Overflow,11,10/12/14 19:59,10/12/14 19:59
16,http://stackoverflow.com/questions/14418628/what-is-the-expected-syntax-for-checking-exception-messages-in-minitests-assert,ruby - What is the expected syntax for checking exception messages in MiniTests assertraisesmustraise - Stack Overflow,11,10/12/14 19:59,10/12/14 19:59
17,http://stackoverflow.com/questions/1085218/how-to-check-if-a-given-directory-exists-in-ruby,How to check if a given directory exists in Ruby - Stack Overflow,11,10/12/14 19:59,10/12/14 19:59
18,http://stackoverflow.com/questions/2512254/iterate-through-every-file-in-one-directory,ruby - Iterate through every file in one directory - Stack Overflow,11,10/12/14 19:59,10/12/14 19:59
19,http://stackoverflow.com/questions/1755665/get-names-of-all-files-from-a-folder-with-ruby,Get names of all files from a folder with Ruby - Stack Overflow,11,10/12/14 19:59,10/12/14 19:59
20,http://stackoverflow.com/questions/18044627/sinatra-1-4-3-use-racksessioncookie-warning,ruby - Sinatra143 use RackSessionCookie warning - Stack Overflow,11,10/12/14 19:59,10/12/14 19:59
21,http://stackoverflow.com/questions/10374871/no-secret-option-provided-to-racksessioncookie-warning,ruby on rails - No secret option provided to RackSessionCookie warning - Stack Overflow,11,10/12/14 19:59,10/12/14 19:59
22,http://stackoverflow.com/questions/8475694/how-to-specify-in-crontab-by-what-user-to-run-script,ubuntu - How to specify in crontab by what user to run script - Stack Overflow,11,10/12/14 20:19,10/12/14 20:19
23,http://slashdot.org/,Slashdot,1,10/12/14 20:35,10/12/14 20:35
24,http://arstechnica.com/,Ars Technica,6,10/12/14 20:35,10/12/14 20:55
25,http://arstechnica.com/science/2014/10/nurse-who-treated-dallas-ebola-patient-is-infected/,Nurse Who Treated Dallas Ebola Patient Is Infected,6,10/12/14 20:35,10/12/14 20:35
26,http://arstechnica.com/civis/,Ars Technica OpenForum,6,10/12/14 20:35,10/12/14 20:55
27,http://arstechnica.com/civis/viewforum.php?f=6&sid=08acc6f3854d69b1335425b8d032b109,Civis,6,10/12/14 20:35,10/12/14 20:35
28,http://arstechnica.com/civis/viewtopic.php?f=6&t=1229549,Civis,6,10/12/14 20:35,10/12/14 20:35
29,http://arstechnica.com/civis/index.php,Civis,6,10/12/14 20:35,10/12/14 20:35
30,http://arstechnica.com/gadgets/2014/10/guitar-hero-ars-builds-the-loog-a-kickstarter-funded-mini-rocker-kit/,Guitar Hero Ars Builds The,6,10/12/14 20:35,10/12/14 20:35
31,http://arstechnica.com/information-technology/,Technology Lab  Ars Technica,6,10/12/14 20:35,10/13/14 0:20
32,http://arstechnica.com/security/2014/10/snapchat-images-stolen-from-third-party-web-app-using-hacked-api/,Snapchat Images Stolen,6,10/12/14 20:35,10/12/14 20:35
33,http://arstechnica.com/information-technology/2014/10/why-throw-early-and-catch-late/,Why throw early and catch late  Ars Technica,6,10/12/14 20:40,10/13/14 0:20
34,http://www.npr.org/,NPR  National Public Radio  News  Analysis World US Music  Arts  NPR,4,10/12/14 20:45,10/12/14 20:55
35,http://www.npr.org/blogs/thetwo-way/2014/10/12/355537175/texas-health-care-worker-tests-positive-for-ebola,CDC Cites Breach In Ebola Protocol As Second Texas Case Emerges  The Two-Way  NPR,4,10/12/14 20:45,10/12/14 20:55
36,http://www.npr.org/blogs/thetwo-way/2014/10/12/355104609/cyclone-hudhud-blasts-india-with-winds-topping-120-mph,Cyclone Hud Hud,4,10/12/14 20:45,10/12/14 20:45
37,http://www.theverge.com/,The Verge,7,10/12/14 20:45,10/12/14 20:45
38,http://www.theverge.com/2014/10/9/6873263/automata-review,The Verge - Automata Review,7,10/12/14 20:45,10/12/14 20:45
39,http://www.theverge.com/2014/10/7/6882427/king-of-keys,The Verge - King of Keys,7,10/12/14 20:50,10/12/14 20:50
40,http://arstechnica.com/business/,Ministry of Innovation  Ars Technica,6,10/12/14 20:55,10/12/14 20:55
41,http://arstechnica.com/business/2014/10/slow-credit-card-verification-lands-florida-man-in-jail/,Slow credit card verification lands Florida man in jail  Ars Technica,6,10/12/14 20:55,10/12/14 20:55
42,http://arstechnica.com/tech-policy/2014/10/former-nsa-director-had-thousands-personally-invested-in-obscure-tech-firms/,Former NSA director had thousands personally invested in obscure tech firms  Ars Technica,6,10/12/14 20:55,10/12/14 20:55
43,http://arstechnica.com/tech-policy/,Law  Disorder  Ars Technica,6,10/12/14 20:55,10/12/14 20:55
44,http://arstechnica.com/tech-policy/2014/10/the-catch-22-predicament-of-silk-road-defendant-ross-ulbricht/,The catch-22 predicament of Silk Road defendant Ross Ulbricht  Ars Technica,6,10/12/14 20:55,10/12/14 20:55
45,http://www.npr.org/blogs/thetwo-way/2014/10/12/355587809/in-st-louis-a-rally-and-protests-over-police-shootings,In St Louis A Rally And Protests Over Police Shootings  The Two-Way  NPR,4,10/12/14 20:55,10/12/14 20:55
46,http://www.npr.org/blogs/thetwo-way/127602331/economy/,Economy  NPR,4,10/12/14 20:55,10/12/14 20:55
47,http://www.npr.org/blogs/thetwo-way/2014/10/03/353487113/how-tough-is-the-mortgage-market-even-bernanke-cant-get-refinanced,How Tough Is The Mortgage Market Even Former Fed Chairman Ben Bernanke Cant Get Refinanced  The Two-Way  NPR,4,10/12/14 20:55,10/12/14 20:55
48,http://www.npr.org/blogs/thetwo-way/2014/10/11/355344204/kmart-says-its-store-registers-were-hacked-exposing-credit-cards,Kmart Says Its Store Registers Were Hacked Exposing Credit Cards  The Two-Way  NPR,4,10/12/14 20:55,10/12/14 20:55
49,http://www.npr.org/blogs/thetwo-way/,The Two-Way Breaking News From NPR  NPR,4,10/12/14 20:55,10/12/14 20:55
50,http://www.nytimes.com/,The New York Times - Breaking News World News  Multimedia,5,10/12/14 21:00,10/12/14 21:00
51,http://tech-beta.slashdot.org/story/14/10/12/232230/independent-researchers-test-rossis-alleged-cold-fusion-device-for-32-days,Independent Researchers Test Rossis Alleged Cold Fusion Device For 32 Days - Slashdot,1,10/13/14 0:15,10/13/14 0:15
52,http://beta.slashdot.org/,Slashdot News for nerds stuff that matters,1,10/13/14 0:15,10/13/14 0:15
53,http://build-beta.slashdot.org/,Slashdot News for nerds stuff that matters,1,10/13/14 0:15,10/13/14 0:15
54,http://beta.slashdot.org/stories/opensource,Slashdot News for nerds stuff that matters,1,10/13/14 0:15,10/13/14 0:15
55,http://apple-beta.slashdot.org/story/14/09/30/1228234/apple-fixes-shellshock-in-os-x,Apple Fixes Shellshock In OS X - Slashdot,1,10/13/14 0:15,10/13/14 0:15
56,http://developers-beta.slashdot.org/story/14/09/29/1107204/how-to-find-the-right-open-source-project-to-get-involved-with,How To Find the Right Open Source Project To Get Involved With - Slashdot,1,10/13/14 0:20,10/13/14 0:20
57,http://arstechnica.com/science/2014/10/gallery-more-unhealed-wounds-from-washingtons-nearly-forgotten-flood/,Gallery More unhealed wounds from Washingtons nearly forgotten flood  Ars Technica,6,10/13/14 0:20,10/13/14 0:20
58,http://arstechnica.com/cars/,Cars Technica  Ars Technica,6,10/13/14 0:20,10/13/14 0:20
59,http://arstechnica.com/cars/2014/10/tesla-motors-gives-us-the-d-dual-motor-all-wheel-drive-model-s-variants/,Tesla Motors gives us the Ddual-motor all-wheel drive Model S variants  Ars Technica,6,10/13/14 0:20,10/13/14 0:20
60,http://techcrunch.com/2014/10/11/edward-snowden-new-yorker-festival/,Edward Snowdens Privacy Tips Get Rid Of Dropbox Avoid Facebook And Google  TechCrunch,2,10/13/14 12:45,10/13/14 12:45
61,http://stackoverflow.com/questions/17083410/detect-which-method-called-the-routing-condition-in-sinatra,ruby - Detect which method called the routing condition in Sinatra - Stack Overflow,11,10/16/14 18:25,10/16/14 18:25
62,http://techcrunch.com/2014/10/07/tinyscreen-lets-you-put-a-tiny-screen-on-it/?ncid=rss&cps=gravity,TinyScreen Lets You Put A Tiny Screen On It  TechCrunch,2,10/13/14 12:45,10/13/14 12:45
63,http://stackoverflow.com/questions/7983533/recursive-file-list-in-ruby,recursive file list in Ruby - Stack Overflow,11,10/13/14 15:05,10/13/14 15:05
64,http://stackoverflow.com/questions/4474918/file-expand-path-gemfile-file-how-does-this-work-where-is-the-fil,ruby - FileexpandpathGemfile FILE How does this work Where is the file - Stack Overflow,11,10/13/14 15:10,10/13/14 15:10
65,http://stackoverflow.com/questions/2370702/one-liner-to-recursively-list-directories-in-ruby,filesystems - One-liner to Recursively List Directories in Ruby - Stack Overflow,11,10/13/14 15:10,10/13/14 15:10
66,http://stackoverflow.com/questions/18393498/gitignore-all-the-ds-store-files-in-every-folder-and-subfolder,gitignore all the DSStore files in every folder and subfolder - Stack Overflow,11,10/13/14 20:05,10/13/14 20:05
67,http://stackoverflow.com/questions/5277230/are-there-any-restrictions-on-postgres-column-alias-names,sql - Are there any restrictions on Postgres column alias names - Stack Overflow,11,10/13/14 21:00,10/13/14 21:00
68,http://stackoverflow.com/questions/15917064/table-or-column-name-cannot-start-with-numeric,sql - Table or column name cannot start with numeric - Stack Overflow,11,10/13/14 21:10,10/13/14 21:10
69,http://www.washingtonpost.com/blogs/the-switch/wp/2014/10/13/democrats-push-obama-quality-digital-tools-all-the-way-down-to-state-house-races/,Democrats push Obama-quality digital tools all the way down to state House races - The Washington Post,10,10/13/14 22:25,10/13/14 22:25
70,http://stackoverflow.com/questions/9571768/how-to-add-new-item-to-hash,ruby - How to add new item to hash - Stack Overflow,11,10/14/14 0:20,10/14/14 0:20
71,http://stackoverflow.com/questions/17877220/how-should-hateoas-style-links-be-implemented-for-restful-json-collections,rest - How should HATEOAS style links be implemented for RESTful JSON collections - Stack Overflow,11,10/14/14 1:00,10/14/14 1:00
72,http://stackoverflow.com/questions/6016783/sinatra-how-do-i-get-the-servers-domain-name,ruby - Sinatra - how do I get the servers domain name - Stack Overflow,11,10/14/14 1:05,10/14/14 1:05
73,http://stackoverflow.com/questions/11689720/how-to-add-conditional-where-clauses-in-rails,sql - How to add conditional where clauses in rails - Stack Overflow,11,10/14/14 2:10,10/14/14 2:10
74,http://stackoverflow.com/questions/4104255/rest-url-design-for-greater-than-less-than-operations,api - REST URL design for greater than less than operations - Stack Overflow,11,10/14/14 3:45,10/14/14 3:45
75,http://gizmodo.com/change-your-password-hackers-are-leaking-dropbox-user-1645981100?utm_campaign=socialflow_gizmodo_facebook&utm_source=gizmodo_facebook&utm_medium=socialflow,Change Your Password Hackers Claim Hundreds of Dropbox Passwords Leaked,3,10/14/14 13:10,10/14/14 13:10
76,http://stackoverflow.com/questions/18398626/why-did-gitlab-6-switch-back-to-unicorn,ruby on rails - why did gitlab 6 switch back to unicorn - Stack Overflow,11,10/14/14 14:00,10/14/14 14:00
77,http://stackoverflow.com/questions/67699/how-to-clone-all-remote-branches-with-git,git branch - How to clone all remote branches with Git - Stack Overflow,11,10/14/14 14:40,10/14/14 14:40
78,http://stackoverflow.com/questions/5709687/what-are-the-loose-objects-that-the-git-gui-refers-to,What are the loose objects that the Git GUI refers to - Stack Overflow,11,10/14/14 15:30,10/14/14 15:30
79,http://stackoverflow.com/questions/2100907/how-to-remove-delete-a-large-file-from-commit-history-in-git-repository,version control - How to removedelete a large file from commit history in Git repository - Stack Overflow,11,10/14/14 15:35,10/14/14 15:35
80,http://stackoverflow.com/questions/17482440/why-do-we-need-nginx-with-thin-on-production-setup,ruby on rails - Why do we need nginx with thin on production setup - Stack Overflow,11,10/14/14 16:15,10/14/14 16:15
81,http://stackoverflow.com/questions/11062533/cant-run-thin-web-server-as-a-service-thin-unrecognized-service,cant run thin web server as a service - thin unrecognized service - Stack Overflow,11,10/14/14 16:30,10/14/14 16:30
82,http://stackoverflow.com/questions/5100149/how-to-start-thin-in-default-port,ruby - how to start thin in default port - Stack Overflow,11,10/14/14 16:55,10/14/14 16:55
83,http://stackoverflow.com/questions/20997476/ruby-start-thin-no-adapter-found-for-home-ubuntu,Ruby  start thin  No adapter found for homeubuntu - Stack Overflow,11,10/14/14 16:55,10/14/14 16:55
84,http://stackoverflow.com/questions/9242302/why-do-i-get-thin-adapter-not-found,ruby on rails - Why do I get Thin adapter not found - Stack Overflow,11,10/14/14 17:00,10/14/14 17:00
85,http://mobile.nytimes.com/2014/10/12/us/is-e-reading-to-your-toddler-story-time-or-simply-screen-time.html?referrer&_r=3,Is E-Reading to Your Toddler Story Time or Simply Screen Time - NYTimescom,5,10/14/14 19:20,10/14/14 19:20
86,http://techcrunch.com/2014/10/14/product-psychology-explains-how-to-get-users-hooked-on-products-designed-around-habit-and-context/,Product Psychology Explains How To Get Users Hooked On Products Designed Around Habit And Context  TechCrunch,2,10/15/14 12:25,10/15/14 12:25
87,http://techcrunch.com/2013/01/16/hack-design-teaches-design-to-hackers-has-already-signed-up-over-20k-developers/,Hack Design Teaches Design To Hackers Has Already Signed Up Over 20K Developers  TechCrunch,2,10/15/14 12:25,10/15/14 12:25
88,http://www.theverge.com/2014/10/14/6978809/utah-state-university-receives-shooting-threat-for-anita-sarkeesian-visit,Massacre threat forces Anita Sarkeesian to cancel university talk  The Verge,7,10/15/14 18:30,10/15/14 18:30
89,http://www.nytimes.com/2011/08/07/nyregion/hudson-river-valley-draws-brooklynites.html?pagewanted=all&_r=0,Hudson River Valley Draws Brooklynites - NYTimescom,5,10/15/14 21:00,10/15/14 21:00
90,http://stackoverflow.com/questions/4931046/tutorials-for-writing-dsl-in-ruby,Tutorials for writing DSL in Ruby - Stack Overflow,11,10/16/14 2:55,10/16/14 2:55
91,http://www.washingtonpost.com/blogs/wonkblog/wp/2014/10/15/after-california-decriminalized-weed-teen-arrest-overdose-and-dropout-rates-fell/,After California decriminalized marijuana teen arrest overdose and dropout rates fell - The Washington Post,10,10/16/14 12:55,10/16/14 12:55
92,http://www.washingtonpost.com/blogs/wonkblog/wp/2014/10/09/no-marijuana-is-not-actually-as-addictive-as-heroin/,No marijuana is not actually as addictive as heroin - The Washington Post,10,10/16/14 13:00,10/16/14 13:00
93,http://www.washingtonpost.com/blogs/wonkblog/wp/2014/10/15/obamas-nominee-for-a-top-doj-slot-has-said-states-should-legalize-marijuana-thats-a-huge-deal/?tid=collaborative_1.0_strip_1,Obamas nominee for a top DOJ slot has said states should legalize marijuana Thats a huge deal - The Washington Post,10,10/16/14 13:00,10/16/14 13:00
94,http://www.nytimes.com/2010/05/16/magazine/16Worth-t.html?_r=0,Net-Worth Obsession - NYTimescom,5,10/16/14 13:30,10/16/14 13:30
95,http://www.nytimes.com/2010/05/16/magazine/16Worth-t.html?pagewanted=2&_r=0,Net-Worth Obsession - NYTimescom,5,10/16/14 13:30,10/16/14 13:30
96,http://www.nytimes.com/2010/05/16/magazine/16Worth-t.html?pagewanted=3&_r=0,Net-Worth Obsession - NYTimescom,5,10/16/14 13:30,10/16/14 13:30
97,http://stackoverflow.com/questions/4788288/how-to-run-all-the-tests-with-minitest,ruby - how to run all the tests with minitest - Stack Overflow,11,10/16/14 16:15,10/16/14 16:15
98,http://stackoverflow.com/questions/7492885/how-to-use-ruby-to-parse-the-json-response-given-by-foursquare-api,How to use ruby to parse the json response given by foursquare API - Stack Overflow,11,10/16/14 16:25,10/16/14 16:25
99,http://stackoverflow.com/questions/22270960/problems-querying-json-nested-hash-response-in-ruby,Problems querying JSON nested hash response in Ruby - Stack Overflow,11,10/16/14 16:25,10/16/14 16:25
100,http://stackoverflow.com/questions/8298484/extract-some-json-using-nokogiri,ruby - Extract some JSON using Nokogiri - Stack Overflow,11,10/16/14 16:40,10/16/14 16:40
101,http://stackoverflow.com/questions/22187127/test-helper-method-with-minitest,ruby on rails 4 - Test helper method with Minitest - Stack Overflow,11,10/16/14 16:45,10/16/14 16:45
102,http://stackoverflow.com/questions/4395095/how-to-generate-a-random-number-between-a-and-b-in-ruby,How to generate a random number between a and b in Ruby - Stack Overflow,11,10/16/14 16:50,10/16/14 16:50
103,http://stackoverflow.com/questions/5348449/get-a-particular-key-value-from-json-in-ruby,Get a particular key value from json in ruby - Stack Overflow,11,10/16/14 16:50,10/16/14 16:50
104,http://stackoverflow.com/questions/8205888/trying-to-extract-key-value-from-parsed-json-in-ruby,Trying to extract key value from parsed JSON in ruby - Stack Overflow,11,10/16/14 16:50,10/16/14 16:50
105,http://stackoverflow.com/questions/7930129/how-do-i-extract-a-value-from-a-json-response,ruby - How do I extract a value from a JSON response - Stack Overflow,11,10/16/14 16:55,10/16/14 16:55
106,http://stackoverflow.com/questions/4500375/double-pipe-symbols-in-ruby-variable-assignment,boolean - Double Pipe Symbols in Ruby Variable Assignment - Stack Overflow,11,10/16/14 16:55,10/16/14 16:55
107,http://stackoverflow.com/questions/995593/what-does-or-equals-mean-in-ruby,operators - What does  or-equals mean in Ruby - Stack Overflow,11,10/16/14 16:55,10/16/14 16:55
108,http://stackoverflow.com/questions/160890/generating-random-numbers-in-objective-c?rq=1,Generating Random Numbers in Objective-C - Stack Overflow,11,10/16/14 17:30,10/16/14 17:30
109,http://stackoverflow.com/questions/2240535/how-do-i-use-hash-keys-as-methods-on-a-class,ruby - How do I use hash keys as methods on a class - Stack Overflow,11,10/16/14 17:45,10/16/14 17:45
110,http://stackoverflow.com/questions/2004491/convert-string-to-symbol-able-in-ruby,Convert string to symbol-able in ruby - Stack Overflow,11,10/16/14 18:00,10/16/14 18:00
111,http://stackoverflow.com/questions/1604305/all-but-last-element-of-ruby-array,All but last element of Ruby array - Stack Overflow,11,10/16/14 18:55,10/16/14 18:55
112,http://stackoverflow.com/questions/21958727/where-to-store-ansible-host-file-on-osx,Where to store Ansible host file on osx - Stack Overflow,11,10/16/14 19:30,10/16/14 19:30
113,http://www.nytimes.com/2014/10/17/business/cbs-to-offer-web-subscription-service.html?_r=0,CBS Offers Web Service as TV Unbundles Itself - NYTimescom,5,10/16/14 19:40,10/16/14 19:40
114,http://stackoverflow.com/questions/19280341/create-directory-if-it-doesnt-exist-with-ruby,Create Directory if it doesnt exist with Ruby - Stack Overflow,11,10/17/14 18:35,10/17/14 18:35
115,http://stackoverflow.com/questions/2543034/ruby-sleep-or-delay-less-than-a-second,Ruby sleep or delay less than a second - Stack Overflow,11,10/17/14 19:25,10/17/14 19:25
116,http://stackoverflow.com/questions/19638810/cant-install-debugger-gem-rails-mac-osx-mavericks,ruby - Cant install Debugger gem - Rails - Mac OSX Mavericks - Stack Overflow,11,10/17/14 19:35,10/17/14 19:35
117,http://stackoverflow.com/questions/1083451/debugging-in-ruby-1-9/10414984#10414984,Debugging in ruby 19 - Stack Overflow,11,10/17/14 19:35,10/17/14 19:35
118,http://stackoverflow.com/questions/8087100/ruby-debug-with-ruby-1-9-3,ruby-debug with Ruby 193 - Stack Overflow,11,10/17/14 19:35,10/17/14 19:35
119,http://stackoverflow.com/questions/7454310/rubygems-do-not-install-on-os-x-lion,ruby on rails - Rubygems do not install on OS X Lion - Stack Overflow,11,10/17/14 19:50,10/17/14 19:50
120,http://stackoverflow.com/questions/12256106/os-x-mountain-lion-gcc-4-2-no-such-file-or-directory,ruby - OS X Mountain Lion gcc-42 No such file or directory - Stack Overflow,11,10/17/14 19:50,10/17/14 19:50
121,http://stackoverflow.com/questions/710521/when-i-try-sudo-gem-install-json-i-get-the-following-error,ruby - When i try sudo gem install json I get the following error - Stack Overflow,11,10/17/14 19:50,10/17/14 19:50
122,http://stackoverflow.com/questions/19580685/installing-rails-on-mavericks,osx - Installing Rails on Mavericks - Stack Overflow,11,10/17/14 19:55,10/17/14 19:55
123,http://stackoverflow.com/questions/16500779/installing-rvm-hangs-on-mac-os-x,osx - Installing rvm hangs on mac os x - Stack Overflow,11,10/17/14 20:40,10/17/14 20:40
124,http://stackoverflow.com/questions/7329019/gnu-gcc-4-6-1-compiler-on-mac-os-x-lion,c - GNU GCC 461 compiler on Mac OS X Lion - Stack Overflow,11,10/17/14 20:45,10/17/14 20:45
125,http://stackoverflow.com/questions/12296910/so-jsonp-or-cors,So JSONP or CORS - Stack Overflow,11,10/18/14 14:20,10/18/14 14:20
126,http://stackoverflow.com/questions/5584923/a-cors-post-request-works-from-plain-javascript-but-why-not-with-jquery,A CORS POST request works from plain javascript but why not with jQuery - Stack Overflow,11,10/18/14 14:30,10/18/14 14:30
127,http://stackoverflow.com/questions/5750696/how-to-get-a-cross-origin-resource-sharing-cors-post-request-working,jquery - How to get a cross-origin resource sharing CORS post request working - Stack Overflow,11,10/18/14 14:30,10/18/14 14:30
128,http://stackoverflow.com/questions/23432798/jquery-and-xhr-cross-site-json-post-with-cors,javascript - JQuery and XHR -- Cross-site JSON POST with CORS - Stack Overflow,11,10/18/14 14:30,10/18/14 14:30
129,http://stackoverflow.com/questions/16398885/ie8-9-ajax-cors-xdomainrequest-send-referer-header,javascript - IE89 AJAXCORS XDomainRequest send referer header - Stack Overflow,11,10/18/14 17:10,10/18/14 17:10
130,http://stackoverflow.com/questions/17537471/what-is-the-max-files-per-directory-in-ext4,filesystems - what is the max files per directory in EXT4 - Stack Overflow,11,10/18/14 19:55,10/18/14 19:55
131,http://stackoverflow.com/questions/22104635/rvm-installation-error,ruby on rails - RVM Installation Error - Stack Overflow,11,10/18/14 20:00,10/18/14 20:00
132,http://stackoverflow.com/questions/26218272/ruby-on-rails-rubymine-debugger-issues,Ruby on Rails RubyMine debugger issues - Stack Overflow,11,10/18/14 20:15,10/18/14 20:15
133,http://stackoverflow.com/questions/7047496/how-to-set-thin-as-default-in-rails-3,ruby - How to set Thin as default in Rails 3 - Stack Overflow,11,10/18/14 20:35,10/18/14 20:35
134,http://stackoverflow.com/questions/4795447/rubys-file-open-and-the-need-for-f-close,Rubys Fileopen and the need for fclose - Stack Overflow,11,10/18/14 22:55,10/18/14 22:55
135,http://stackoverflow.com/questions/14107398/is-it-common-to-set-objects-to-nil,ruby - Is it common to set objects to nil - Stack Overflow,11,10/18/14 22:55,10/18/14 22:55
136,http://stackoverflow.com/questions/20956401/how-do-i-track-down-a-memory-leak-in-my-ruby-code,How do I track down a memory leak in my Ruby code - Stack Overflow,11,10/18/14 23:00,10/18/14 23:00
137,http://stackoverflow.com/questions/927358/undo-the-last-git-commit,Undo the last Git commit - Stack Overflow,11,10/18/14 23:25,10/18/14 23:25
138,http://stackoverflow.com/questions/2541545/is-there-a-difference-between-git-reset-hard-hash-and-git-checkout-hash,Is there a difference between git reset --hard hash and git checkout hash - Stack Overflow,11,10/18/14 23:30,10/18/14 23:30
139,http://stackoverflow.com/questions/2530060/can-you-explain-what-git-reset-does-in-plain-english,Can you explain what git reset does in plain english - Stack Overflow,11,10/18/14 23:30,10/18/14 23:30
140,http://stackoverflow.com/questions/3824369/ruby-convert-time-to-seconds,Ruby Convert time to seconds - Stack Overflow,11,10/19/14 0:25,10/19/14 0:25
141,http://stackoverflow.com/questions/9890529/why-would-i-want-to-use-unicorn-or-thin-instead-of-webrick-for-development-purpo,ruby on rails - Why would I want to use unicorn or thin instead of WEBrick for development purposes - Stack Overflow,11,10/19/14 0:45,10/19/14 0:45
142,http://stackoverflow.com/questions/10859671/webrick-as-production-server-vs-thin-or-unicorn,ruby on rails - Webrick as production server vs Thin or Unicorn - Stack Overflow,11,10/19/14 0:45,10/19/14 0:45
143,http://stackoverflow.com/questions/15127764/rest-url-for-resource-collection-which-filters-resource-by-attribute-not-equal,REST url for resource collection which filters resource by attribute not equal to a given value - Stack Overflow,11,10/19/14 1:00,10/19/14 1:00
144,http://stackoverflow.com/questions/1872110/is-ruby-pass-by-reference-or-by-value,Is Ruby pass by reference or by value - Stack Overflow,11,10/19/14 15:10,10/19/14 15:10
145,https://myaccount.nytimes.com/link/kindle?campaignId=388XF,The New York Times  Find Your Kindle Subscription,5,10/19/14 15:40,10/19/14 15:40
146,https://myaccount.nytimes.com/auth/login?URI=https://myaccount.nytimes.com/membercenter&OQ=_rQ3D0&OP=7920676Q2FQ5BQ3FQ3BQ5EQ5BQ25)Q5EQ5BuuuQ5BbQ5EDpQ5BQ3BfQ3FQ5ETQ5CQ5ETQ20Q5BDTDYTfQ5CTQ25Q5ETfQ5BD)IQ5CQ5CQ3F-Q25Q5ErQ3BbQ3B,Log In - The New York Times,5,10/19/14 15:40,10/19/14 15:40
147,http://www.nytimes.com/2014/10/19/nyregion/story-excerpt-traveling-from-brooklyn.html?hp&action=click&pgtype=Homepage&version=LargeMediaHeadlineSum&module=photo-spot-region&region=top-news&WT.nav=top-news&_r=0,Story Excerpt Traveling From Brooklyn - NYTimescom,5,10/19/14 15:40,10/19/14 15:40
148,http://www.washingtonpost.com/local/crime/police-to-hold-briefing-in-hannah-graham-case/2014/10/18/9a22d396-570a-11e4-892e-602188e70e9c_story.html?hpid=z1,Remains found in search for U-Va student believed to be Hannah Grahams - The Washington Post,10,10/19/14 15:45,10/19/14 15:45
149,http://stackoverflow.com/questions/8414786/javascript-cross-domain-call-call-from-http-to-https,ajax - JavaScript cross-domain call call from HTTP to HTTPS - Stack Overflow,11,10/19/14 17:05,10/19/14 17:05
150,http://stackoverflow.com/questions/11690191/cross-domain-request-from-http-to-https-aborts-immediately,javascript - Cross domain request from HTTP to HTTPS aborts immediately - Stack Overflow,11,10/19/14 17:10,10/19/14 17:10
151,http://stackoverflow.com/questions/11109279/determine-location-of-ruby-gems,Determine Location Of Ruby Gems - Stack Overflow,11,10/19/14 21:25,10/19/14 21:25
